cat,cat_lab,count,percentage,measure,n_responses,site,year_group_lab,gender_lab,fsm_lab,sen_lab,group,measure_lab
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[82, 80, 58, 76, 16]","[26.282051282051285, 25.64102564102564, 18.58974358974359, 24.358974358974358, 5.128205128205128]",esteem_good,312.0,Northern Devon,Year 10,All,All,All,esteem,"
I feel good about myself"
"[1, 2, 3, 4, 5, nan]","['Never', 'Almost Never', 'Sometimes', 'Fairly Often', 'Very Often', 'No response']","[57, 68, 54, 57, 63, 13]","[18.269230769230766, 21.794871794871796, 17.307692307692307, 18.269230769230766, 20.192307692307693, 4.166666666666666]",stress_control,312.0,Northern Devon,Year 10,All,All,All,stress,"
Felt you were unable to control the important things in your life"
"[1, 2, 3, 4, 5, nan]","['Never', 'Almost Never', 'Sometimes', 'Fairly Often', 'Very Often', 'No response']","[48, 64, 63, 48, 64, 25]","[15.384615384615385, 20.51282051282051, 20.192307692307693, 15.384615384615385, 20.51282051282051, 8.012820512820513]",stress_overcome,312.0,Northern Devon,Year 10,All,All,All,stress,"
Felt that difficulties were piling up so high that you could not overcome
them"
"[1, 2, 3, 4, 5, nan]","['Never', 'Almost Never', 'Sometimes', 'Fairly Often', 'Very Often', 'No response']","[59, 63, 54, 46, 63, 27]","[18.91025641025641, 20.192307692307693, 17.307692307692307, 14.743589743589745, 20.192307692307693, 8.653846153846153]",stress_confident,312.0,Northern Devon,Year 10,All,All,All,stress,"
Felt confident about your ability to handle your personal problems"
"[1, 2, 3, 4, 5, nan]","['Never', 'Almost Never', 'Sometimes', 'Fairly Often', 'Very Often', 'No response']","[58, 61, 44, 74, 65, 10]","[18.58974358974359, 19.55128205128205, 14.102564102564102, 23.717948717948715, 20.833333333333336, 3.205128205128205]",stress_way,312.0,Northern Devon,Year 10,All,All,All,stress,"
Felt that things were going your way"
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, nan]","['0 - Very unhappy', '1', '2', '3', '4', '5 - Not happy or unhappy', '6', '7', '8', '9', '10 - Very happy', 'Prefer not to say', 'No response']","[28, 24, 28, 25, 26, 32, 28, 24, 22, 26, 24, 25, 0]","[8.974358974358974, 7.6923076923076925, 8.974358974358974, 8.012820512820513, 8.333333333333332, 10.256410256410255, 8.974358974358974, 7.6923076923076925, 7.051282051282051, 8.333333333333332, 7.6923076923076925, 8.012820512820513, 0.0]",appearance_happy,312.0,Northern Devon,Year 10,All,All,All,appearance,"
How happy are you with your appearance (the way that you look)?"
"[1, 2, 3, 4, 5, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'Prefer not to say', 'No response']","[52, 55, 55, 64, 53, 33]","[16.666666666666664, 17.628205128205128, 17.628205128205128, 20.51282051282051, 16.98717948717949, 10.576923076923077]",appearance_feel,312.0,Northern Devon,Year 10,All,All,All,appearance,"
My appearance affects how I feel about myself"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[93, 104, 105, 10]","[29.807692307692307, 33.33333333333333, 33.65384615384615, 3.205128205128205]",negative_lonely,312.0,Northern Devon,Year 10,All,All,All,negative,"
I feel lonely"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[92, 100, 83, 37]","[29.48717948717949, 32.05128205128205, 26.602564102564102, 11.858974358974358]",negative_unhappy,312.0,Northern Devon,Year 10,All,All,All,negative,"
I am unhappy"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[85, 103, 102, 22]","[27.24358974358974, 33.01282051282051, 32.69230769230769, 7.051282051282051]",negative_like,312.0,Northern Devon,Year 10,All,All,All,negative,"
Nobody likes me"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[94, 98, 103, 17]","[30.128205128205128, 31.41025641025641, 33.01282051282051, 5.448717948717949]",negative_cry,312.0,Northern Devon,Year 10,All,All,All,negative,"
I cry a lot"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[98, 107, 90, 17]","[31.41025641025641, 34.294871794871796, 28.846153846153843, 5.448717948717949]",negative_school,312.0,Northern Devon,Year 10,All,All,All,negative,"
I worry when I am at school"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[117, 100, 86, 9]","[37.5, 32.05128205128205, 27.564102564102566, 2.8846153846153846]",negative_worry,312.0,Northern Devon,Year 10,All,All,All,negative,"
I worry a lot"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[101, 107, 92, 12]","[32.371794871794876, 34.294871794871796, 29.48717948717949, 3.8461538461538463]",negative_sleep,312.0,Northern Devon,Year 10,All,All,All,negative,"
I have problems sleeping"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[79, 88, 102, 43]","[25.320512820512818, 28.205128205128204, 32.69230769230769, 13.782051282051283]",negative_wake,312.0,Northern Devon,Year 10,All,All,All,negative,"
I wake up in the night"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[92, 104, 98, 18]","[29.48717948717949, 33.33333333333333, 31.41025641025641, 5.769230769230769]",negative_shy,312.0,Northern Devon,Year 10,All,All,All,negative,"
I am shy"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[97, 119, 89, 7]","[31.08974358974359, 38.141025641025635, 28.525641025641026, 2.2435897435897436]",negative_scared,312.0,Northern Devon,Year 10,All,All,All,negative,"
I feel scared"
"[1, 2, 3, 4, 5, nan]","['Often or always', 'Some of the time', 'Occasionally', 'Hardly ever', 'Never', 'No response']","[59, 56, 48, 63, 83, 3]","[18.91025641025641, 17.94871794871795, 15.384615384615385, 20.192307692307693, 26.602564102564102, 0.9615384615384616]",lonely,312.0,Northern Devon,Year 10,All,All,All,lonely,"
How often do you feel lonely?"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[59, 75, 71, 89, 18]","[18.91025641025641, 24.03846153846154, 22.756410256410255, 28.525641025641026, 5.769230769230769]",support_ways,312.0,Northern Devon,Year 10,All,All,All,support,"
I have ways to support myself (e.g. to cope, or help myself feel better)"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[81, 79, 68, 79, 5]","[25.961538461538463, 25.320512820512818, 21.794871794871796, 25.320512820512818, 1.6025641025641024]",support_look,312.0,Northern Devon,Year 10,All,All,All,support,"
I know where to look for advice on how to support myself"
"[0, 1, nan]","['No', 'Yes', 'No response']","[147, 149, 16]","[47.11538461538461, 47.756410256410255, 5.128205128205128]",sleep,312.0,Northern Devon,Year 10,All,All,All,sleep,"
Is the amount of sleep you normally get enough for you to feel awake and
concentrate on your school work during the day?"
"[0, 1, 2, 3, 4, 5, 6, 7, nan]","['0 days', '1 day', '2 days', '3 days', '4 days', '5 days', '6 days', '7 days', 'No response']","[38, 36, 30, 49, 41, 30, 33, 42, 13]","[12.179487179487179, 11.538461538461538, 9.615384615384617, 15.705128205128204, 13.141025641025642, 9.615384615384617, 10.576923076923077, 13.461538461538462, 4.166666666666666]",physical_days,312.0,Northern Devon,Year 10,All,All,All,physical,"
How many days in a usual week are you physically active?"
"[30, 60, 90, 120, nan]","['Around 30 minutes', 'Around 1 hour', 'Around 1.5 hours', 'Around 2 hours or more', 'No response']","[67, 85, 57, 72, 31]","[21.474358974358974, 27.24358974358974, 18.269230769230766, 23.076923076923077, 9.935897435897436]",physical_hours,312.0,Northern Devon,Year 10,All,All,All,physical,"
How long on average do you spend being physically active?"
"[1, 2, 3, 4, 5, nan]","['Almost always', 'Often', 'Sometimes', 'Not often', 'Almost never', 'No response']","[58, 60, 50, 65, 64, 15]","[18.58974358974359, 19.230769230769234, 16.025641025641026, 20.833333333333336, 20.51282051282051, 4.807692307692308]",free_like,312.0,Northern Devon,Year 10,All,All,All,free_like,"
How often can you do things that you like in your free time?"
"[1, 2, 3, 4, 5, 6, 7, 8, 9, nan]","['None', 'Less than 1 hour', '1 to 2 hours', '2 to 3 hours', '3 to 4 hours', '4 to 5 hours', '5 to 6 hours', '6 to 7 hours', '7 hours or more', 'No response']","[35, 32, 46, 34, 30, 35, 47, 30, 22, 1]","[11.217948717948719, 10.256410256410255, 14.743589743589745, 10.897435897435898, 9.615384615384617, 11.217948717948719, 15.064102564102564, 9.615384615384617, 7.051282051282051, 0.3205128205128205]",media_hours,312.0,Northern Devon,Year 10,All,All,All,media,"
On a normal weekday during term time, how much time do you spend on social
media?"
"[1, 2, 3, 4, nan]","['None ', 'Limited', 'Several', 'Lots', 'No response']","[76, 63, 83, 86, 4]","[24.358974358974358, 20.192307692307693, 26.602564102564102, 27.564102564102566, 1.282051282051282]",places_freq,312.0,Northern Devon,Year 10,All,All,All,places,"
How many activities/places are there in your local area, that you choose to or
would want to go to in your free time?"
"[0, 1, nan]","['No', 'Yes', 'No response']","[147, 143, 22]","[47.11538461538461, 45.83333333333333, 7.051282051282051]",places_barriers___1,312.0,Northern Devon,Year 10,All,All,All,places,"
There's nothing to do"
"[0, 1, nan]","['No', 'Yes', 'No response']","[154, 136, 22]","[49.358974358974365, 43.58974358974359, 7.051282051282051]",places_barriers___2,312.0,Northern Devon,Year 10,All,All,All,places,"
I'm unable to get there and back"
"[0, 1, nan]","['No', 'Yes', 'No response']","[146, 144, 22]","[46.794871794871796, 46.15384615384615, 7.051282051282051]",places_barriers___3,312.0,Northern Devon,Year 10,All,All,All,places,"
It's too expensive (to get there or take part)"
"[0, 1, nan]","['No', 'Yes', 'No response']","[149, 141, 22]","[47.756410256410255, 45.19230769230769, 7.051282051282051]",places_barriers___4,312.0,Northern Devon,Year 10,All,All,All,places,"
Poor weather"
"[0, 1, nan]","['No', 'Yes', 'No response']","[175, 115, 22]","[56.08974358974359, 36.858974358974365, 7.051282051282051]",places_barriers___5,312.0,Northern Devon,Year 10,All,All,All,places,"
I have no-one to go with"
"[0, 1, nan]","['No', 'Yes', 'No response']","[158, 132, 22]","[50.641025641025635, 42.30769230769231, 7.051282051282051]",places_barriers___6,312.0,Northern Devon,Year 10,All,All,All,places,"
It's too busy"
"[0, 1, nan]","['No', 'Yes', 'No response']","[165, 125, 22]","[52.88461538461539, 40.06410256410257, 7.051282051282051]",places_barriers___7,312.0,Northern Devon,Year 10,All,All,All,places,"
I feel uncomfortable/anxious about other people who might be there"
"[0, 1, nan]","['No', 'Yes', 'No response']","[157, 133, 22]","[50.32051282051282, 42.628205128205124, 7.051282051282051]",places_barriers___8,312.0,Northern Devon,Year 10,All,All,All,places,"
My parents/carers don't allow me to go"
"[0, 1, nan]","['No', 'Yes', 'No response']","[139, 151, 22]","[44.55128205128205, 48.3974358974359, 7.051282051282051]",places_barriers___9,312.0,Northern Devon,Year 10,All,All,All,places,"
Other"
"[1, 2, 3, 4, 5, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'No response']","[60, 59, 50, 57, 54, 32]","[19.230769230769234, 18.91025641025641, 16.025641025641026, 18.269230769230766, 17.307692307692307, 10.256410256410255]",school_belong,312.0,Northern Devon,Year 10,All,All,All,school_belong,"
I feel that I belong/belonged at my school"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[67, 63, 48, 60, 72, 2]","[21.474358974358974, 20.192307692307693, 15.384615384615385, 19.230769230769234, 23.076923076923077, 0.641025641025641]",staff_interest,312.0,Northern Devon,Year 10,All,All,All,staff_relationship,"
At school there is an adult who... is interested in my schoolwork"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[54, 54, 80, 62, 61, 1]","[17.307692307692307, 17.307692307692307, 25.64102564102564, 19.871794871794872, 19.55128205128205, 0.3205128205128205]",staff_believe,312.0,Northern Devon,Year 10,All,All,All,staff_relationship,"
At school there is an adult who... believes that I will be a success"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[57, 57, 57, 61, 47, 33]","[18.269230769230766, 18.269230769230766, 18.269230769230766, 19.55128205128205, 15.064102564102564, 10.576923076923077]",staff_best,312.0,Northern Devon,Year 10,All,All,All,staff_relationship,"
At school there is an adult who... wants me to do my best"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[63, 60, 59, 61, 60, 9]","[20.192307692307693, 19.230769230769234, 18.91025641025641, 19.55128205128205, 19.230769230769234, 2.8846153846153846]",staff_listen,312.0,Northern Devon,Year 10,All,All,All,staff_relationship,"
At school there is an adult who... listens to me when I have something to
say"
"[0, 1, nan]","['No', 'Yes', 'No response']","[145, 131, 36]","[46.47435897435898, 41.98717948717949, 11.538461538461538]",staff_talk,312.0,Northern Devon,Year 10,All,All,All,talk,"
Talked about feeling down with... an adult at school"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[39, 35, 22, 30, 5]","[29.770992366412212, 26.717557251908396, 16.793893129770993, 22.900763358778626, 3.816793893129771]",staff_talk_listen,131.0,Northern Devon,Year 10,All,All,All,talk,"
Did you feel listened to when you spoke with... an adult at school"
"[1, 2, 3, nan]","['Not helpful', 'Somewhat helpful', 'Very helpful', 'No response']","[37, 50, 41, 3]","[28.24427480916031, 38.16793893129771, 31.297709923664126, 2.2900763358778624]",staff_talk_helpful,131.0,Northern Devon,Year 10,All,All,All,talk,"
Did you receive advice that you found helpful from... an adult at school"
"[1, 2, 3, 4, nan]","['Very uncomfortable', 'Uncomfortable', 'Comfortable', 'Very comfortable', 'No response']","[31, 40, 29, 35, 10]","[21.379310344827587, 27.586206896551722, 20.0, 24.137931034482758, 6.896551724137931]",staff_talk_if,145.0,Northern Devon,Year 10,All,All,All,talk,"
How would you feel about speaking with... an adult at school"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[82, 82, 69, 75, 4]","[26.282051282051285, 26.282051282051285, 22.115384615384613, 24.03846153846154, 1.282051282051282]",accept_staff,312.0,Northern Devon,Year 10,All,All,All,accept,"
Adults at your school"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[66, 54, 52, 61, 60, 19]","[21.153846153846153, 17.307692307692307, 16.666666666666664, 19.55128205128205, 19.230769230769234, 6.089743589743589]",home_interest,312.0,Northern Devon,Year 10,All,All,All,home_relationship,"
At home there is an adult who... is interested in my schoolwork"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[62, 48, 61, 66, 64, 11]","[19.871794871794872, 15.384615384615385, 19.55128205128205, 21.153846153846153, 20.51282051282051, 3.5256410256410255]",home_believe,312.0,Northern Devon,Year 10,All,All,All,home_relationship,"
At home there is an adult who... believes that I will be a success"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[60, 51, 70, 62, 48, 21]","[19.230769230769234, 16.346153846153847, 22.435897435897438, 19.871794871794872, 15.384615384615385, 6.730769230769231]",home_best,312.0,Northern Devon,Year 10,All,All,All,home_relationship,"
At home there is an adult who... wants me to do my best"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[51, 60, 53, 64, 50, 34]","[16.346153846153847, 19.230769230769234, 16.98717948717949, 20.51282051282051, 16.025641025641026, 10.897435897435898]",home_listen,312.0,Northern Devon,Year 10,All,All,All,home_relationship,"
At home there is an adult who... listens to me when I have something to say"
"[0, 1, nan]","['No', 'Yes', 'No response']","[142, 153, 17]","[45.51282051282051, 49.03846153846153, 5.448717948717949]",home_talk,312.0,Northern Devon,Year 10,All,All,All,talk,"
Talked about feeling down with... one of your parents/carers"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[31, 30, 47, 42, 3]","[20.26143790849673, 19.607843137254903, 30.718954248366014, 27.450980392156865, 1.9607843137254901]",home_talk_listen,153.0,Northern Devon,Year 10,All,All,All,talk,"
Did you feel listened to when you spoke with... one of your parents/carers"
"[1, 2, 3, nan]","['Not helpful', 'Somewhat helpful', 'Very helpful', 'No response']","[50, 39, 50, 14]","[32.6797385620915, 25.49019607843137, 32.6797385620915, 9.15032679738562]",home_talk_helpful,153.0,Northern Devon,Year 10,All,All,All,talk,"
Did you receive advice that you found helpful from... one of your
parents/carers"
